CASRN,Canonical_QSARr,very_toxic
7635-51-0,CC1C(OCCN1C)C1C=CC=CC=1,False
50539-73-6,CC1(C)CC2=CC=CC(OC(=O)NCSC3C=CC(Cl)=CC=3)=C2O1,True
28968-09-4,OC(=O)C1CCC2=CC(C3CCCCC3)=C(Cl)C=C21,True
300-62-9,CC(N)CC1C=CC=CC=1,True
55406-53-6,CCCCNC(=O)OCC#CI,False
89427-32-7,FC1C(Cl)=C(Br)C2NC(=NC=2C=1Cl)C(F)(F)F,True
152264-27-2,O=C1C2C=C(C=CC=2N=NN1CC1C=NC=CC=1)OC1C=CC(Cl)=CC=1,False
122-84-9,CC(=O)CC1=CC=C(C=C1)OC,False
107-45-9,CC(C)(C)CC(C)(C)N,False
100678-32-8,C1C(C2NCCN=2)C1(C1C=CC=CC=1)C1C=CC=CC=1,False
96-23-1,OC(CCl)CCl,False
931-97-5,N#CC1(O)CCCCC1,True
1081-95-4,CC1(CSP(=O)(OCC)OCC)SCCS1,True
640-19-7,NC(=O)CF,True
112-34-5,CCCCOCCOCCO,False
3734-92-7,CCOP(=O)(OCC)SCN1C(=O)C2C=CC=CC=2C1=O,True
71-41-0,CCCCCO,False
87130-20-9,CC(C)OC(=O)NC1=CC(OCC)=C(C=C1)OCC,False
69-05-6,COC1=CC2C(NC(C)CCCN(CC)CC)=C3C=CC(Cl)=CC3=NC=2C=C1,False
534-17-8,OC(O)=O,False
29173-31-7,COP(C)(=S)SCC(=O)N(C)C(=O)OC,False
762-04-9,CCOP(O)OCC,False
21140-37-4,CN(C)CC1C=C(C=CC=1O)C1C=CC=CC=1,True
31230-24-7,CC(=O)NC1=CC=C(O1)C(=O)OC,False
4920-79-0,COC1C=CC(=CC=1Cl)[N+]([O-])=O,False
51356-07-1,CC(C)OP(=S)(OC(C)C)SCN1N=CC=CC1=O,True
50370-12-2,CC1CSC2C(NC(=O)C(N)C3C=CC(O)=CC=3)C(=O)N2C=1C(O)=O,False
142-26-7,CC(=O)NCCO,False
5014-11-9,OC(C1=CC2C3C(C1C2=C(C1C=CC=CN=1)C1C=CC=CC=1)C(=O)N(CC1C=CC=CN=1)C3=O)(C1C=CC=CN=1)C1C=CC=CC=1,True
63869-26-1,CCOC(=S)SCSSCP(=O)(OCC)OCC,True
16146-62-6,CC1(C)CCC2C=CC=C(OC(=O)NC)C=2O1,True
14689-56-6,FC(F)(F)C1NC2C(N=1)=C(Cl)C(Br)=C(Cl)C=2Br,True
58995-44-1,COP(=S)(OC)SCN1C(=O)CCC1=O,True
17074-42-9,CCN(CCNC1=C2C(=CC=CC2=NC2C=CC=CC=21)[N+]([O-])=O)CC,True
3032-55-1,CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,False
532-27-4,O=C(CCl)C1C=CC=CC=1,True
15862-11-0,CC(=O)N(N=O)C1C=CC(=CC=1)OCC,True
64249-01-0,CC(C)N(C(=O)CSP(=S)(OC)OC)C1C=CC(Cl)=CC=1,False
15121-11-6,O=S1OCC(CCl)O1,True
1744-22-5,NC1=NC2C=CC(=CC=2S1)OC(F)(F)F,True
6392-46-7,CC1C=C(C=C(C)C=1N(CC=C)CC=C)OC(=O)NC,False
29216-28-2,C1C(CN2C3C=CC=CC=3SC3=CC=CC=C23)C2CCN1CC2,False
148-97-0,ON(N=O)C1C=CC=CC=1,False
3152-41-8,CCOP(=S)(OCC)SCSC1C=C(Cl)C(Cl)=CC=1,False
1646-87-3,CNC(=O)ON=CC(C)(C)S(C)=O,True
2636-25-1,CC1C=C(C=CC=1SC)OP(C)(C)=S,False
90245-33-3,COP(=O)(CC)SCC,True
68987-29-1,CCCCCCCCCCCCCCCCCCOP(O)(O)=O,False
125055-72-3,CC1=CC=CC2=NC=C(CC(=O)NCCC)C(=O)N12,False
3309-68-0,CCCSCSP(=S)(OCC)OCC,True
90220-16-9,CCP(=O)(OC)SCCC,True
311-47-7,CCOP(=O)(OC=CCl)OCC,True
1165-48-6,CC1C(=O)C2C=CC(OC)=C(CN(C)C)C=2OC=1C1C=CC=CC=1,True
124428-11-1,C(COC1=NC=NC2=CC=CC=C21)C1C=CC(=CC=1)C1C=CC=CC=1,False
66839-98-3,COC1=CC=C(C=C1CN1CCCC1)C1C=CC=CC=1,True
88-85-7,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,True
72239-33-9,FC(F)(F)C1=CC(CNC2=NCCS2)=CC=C1,True
89426-96-0,FC1=CC2NC(=NC=2C=C1Cl)C(F)(F)F,True
94-96-2,CCC(CO)C(O)CCC,False
30979-48-7,CC(C)CNC(=O)N1CCNC1=O,False
95-16-9,C1=NC2=CC=CC=C2S1,False
113139-67-6,CC(C)C1=NC(C)=C(C)NC1=O,False
94239-04-0,FC1C=CC=C(N=1)C(F)(F)F,True
99-98-9,CN(C)C1C=CC(N)=CC=1,True
127-59-3,CCCCN(CCCC)S(=O)(=O)C1C=CC(Cl)=CC=1,False
13147-25-6,CCN(CCO)N=O,False
123-15-9,CCCC(C)C=O,False
146764-26-3,CCCCCCCCCCCCCCCCCCOP(O)(=O)OCC[N+]1(C)CCCCC1,False
1225-55-4,CNCCCC1C2C=CC=CC=2C=CC2C=CC=CC=21,False
538-23-8,CCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC,False
50700-72-6,CC12CCC3C(CCC4CC(OC(C)=O)C(CC43C)N3CCCCC3)C1CC(C2OC(C)=O)[N+]1(C)CCCCC1,False
21709-44-4,CN(C)C(=O)OC1C=CC=CC=1C1SCCS1,True
125-64-4,CC1CNC(=O)C(CC)(CC)C1=O,False
19719-28-9,OC(=O)CC1C=CC(Cl)=CC=1Cl,False
473-51-8,CS(=O)(=O)N(CCOS(C)(=O)=O)CCOS(C)(=O)=O,False
996-05-4,CP(=S)(SCCC)SCCC,True
123-19-3,CCCC(=O)CCC,False
117-52-2,CC(=O)CC(C1=C(O)C2C=CC=CC=2OC1=O)C1=CC=CO1,True
98532-81-1,CCC1(COC(CN2C=NC=N2)(OC1)C1=CC2=CC=CC=C2O1)CC,False
824-11-3,CCC12COP(OC1)OC2,True
55689-71-9,CC(C(O)=O)C1=CC2OCC3C=C(Cl)C=CC=3C(=O)C=2C=C1,True
102518-79-6,CC1CC2(N)C(=CC)C(CC3NC(=O)C=CC2=3)C=1,True
101-26-8,CN(C)C(=O)OC1C=[N+](C)C=CC=1,True
143-66-8,C1=CC=CC=C1[B-](C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,False
79983-71-4,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,False
96-99-1,[O-][N+](=O)C1=CC(=CC=C1Cl)C(O)=O,False
83-79-4,CC(=C)C1CC2C(=CC=C3C(=O)C4C(COC5C=C(OC)C(=CC=54)OC)OC=23)O1,True
143-33-9,C#N,True
132031-81-3,CCCCCCCCOC(=O)C1C(C(C(=O)NC2CC2)C(C)=NC=1C)C1C=CC=CC=1[N+]([O-])=O,True
3689-24-5,CCOP(=S)(OP(=S)(OCC)OCC)OCC,True
39242-73-4,CC1N=C(SC=1[N+]([O-])=O)C1C=NC=CC=1,False
36088-22-9,ClC1=C2OC3C(=CC=CC=3Cl)OC2=C(Cl)C(Cl)=C1Cl,True
51356-08-2,CC1C=CC(=O)N(CSP(=S)(OC)OC)N=1,True
534-07-6,O=C(CCl)CCl,True
114-86-3,[H]/N=C(\N/C(/N)=N/[H])/NCCC1C=CC=CC=1,False
116-06-3,CNC(=O)ON=CC(C)(C)SC,True
70667-26-4,CC(CC(O)C=CC1C(CC(=O)CCCCC(=O)OC)C(=O)CC1O)CCCC,True
148-69-6,CC1C=C(C=CC=1)N(CCC#N)CC,False
51762-05-1,COC1CSC2C(NC(=O)C(N)C3CC=CCC=3)C(=O)N2C=1C(O)=O,False
3069-29-2,C[Si](CCCNCCN)(OC)OC,False
23261-20-3,OC(C1CO1)C(O)C1CO1,True
4498-32-2,CN(C)CCN1C(=O)C2C=CC=CC=2N(C)C2C=CC=CC1=2,False
15310-01-7,O=C(NC1C=CC=CC=1)C1C=CC=CC=1I,False
1113-02-6,CNC(=O)CSP(=O)(OC)OC,True
54266-79-4,CCC1OCSC1=NOC(=O)NC,True
73218-79-8,NC1=CC(Cl)=C(NC2NCCN=2)C(Cl)=C1,True
89427-11-2,[O-][N+](=O)C1=CC=C(Cl)C2N=C(NC1=2)C(F)(F)F,True
2665-30-7,CP(=S)(OC1C=CC(=CC=1)[N+]([O-])=O)OC1C=CC=CC=1,True
21173-27-3,CC1=CC=C(CCOC(=O)C2C=NC=CC=2)C=C1,False
2285-12-3,O=C=NC1C=CC=CC=1C(F)(F)F,False
5432-28-0,CN(N=O)C1CCCCC1,True
2511-11-7,CCOP(=O)(CC)SCC,True
109-78-4,N#CCCO,False
68259-05-2,CC1=CC(NC(=O)C2=CC3C=CC=CC=3C(N=NC3C=C(C=CC=3C)C(=O)OCCCl)=C2O)=C(C)C=C1NC(=O)C1=CC2C=CC=CC=2C(N=NC2C=C(C=CC=2C)C(=O)OCCCl)=C1O,False
42436-07-7,CCC=CCCOC(=O)CC1C=CC=CC=1,False
76487-48-4,OC(C1CCCCN1)C1=CC(=NC2C(Cl)=CC(Cl)=CC=21)C(F)(F)F,False
456-59-7,CC1CC(C)(C)CC(C1)OC(=O)C(O)C1=CC=CC=C1,False
69784-42-5,CSC(C)(C)C=NOC(=O)N(C)SN(C)CC1C=CC=CC=1,True
30746-58-8,ClC1C2OC3=CC=CC=C3OC=2C(Cl)=C(Cl)C=1Cl,True
115895-09-5,CCOC(=O)C1=CC(Cl)=C(OC(=O)OCCCCCCCCCCCCCCCC)C(Cl)=C1,False
51959-14-9,CC(C)(CC)C1C=C(C=CC=1OCCCCN)C(C)(C)CC,False
115960-14-0,CC1OC(OCC2OC(OC3=CC4OC(=CC(=O)C=4C(=C3)OCCO)C3=CC(O)=C(C=C3)OC)C(O)C(O)C2O)C(O)C(O)C1O,False
109-74-0,CCCC#N,True
103-74-2,OCCC1C=CC=CN=1,False
2511-15-1,CCP(=O)(OCCCC)SCCCC,True
106309-73-3,CC(=O)NC1=CC2=CC=CN=C2C(=N1)N1CCN(CCO)CC1,False
71626-11-4,CC1C=CC=C(C)C=1N(C(C)C(=O)OC)C(=O)CC1C=CC=CC=1,False
4228-88-0,FC(F)(F)C1NC2=CC(Cl)=CC(Cl)=C2N=1,True
86-88-4,NC(=S)NC1=CC=CC2C=CC=CC=21,True
303-47-9,CC1CC2C(C(=O)O1)=C(O)C(=CC=2Cl)C(=O)NC(CC1C=CC=CC=1)C(O)=O,True
64-20-0,C[N+](C)(C)C,True
137-42-8,CNC(S)=S,False
63869-31-8,CCP(=S)(OCC)SCSC1C=CC(Cl)=CC=1,True
23135-22-0,CNC(=O)ON=C(SC)C(=O)N(C)C,True
298-01-1,CC(=CC(=O)OC)OP(=O)(OC)OC,True
3772-48-3,CNC(=O)CSCCSP(=S)(OCC)OCC,True
2497-07-6,CCS(=O)CCSP(=S)(OCC)OCC,True
114-26-1,CNC(=O)OC1=CC=CC=C1OC(C)C,True
21548-32-3,CCOP(=O)(N=C1SCS1)OCC,True
12750-79-7,CC1(O)OC(C2CCC(O2)C2CCC(O2)C2(C)OC3(OC(CC(OC)C3C)CC3OC(O)(C(C)C(OC4CCC(OC)C(C)O4)C3(C)OC)C(C)C(O)=O)C(C)C2OC)C(C)C(OC)C1C,True
74252-25-8,CC1=C(CC(O)=O)C2=CC(=CC=C2N1C(=O)C1C=CC(Cl)=CC=1)OC,True
28743-45-5,CN(C)C1C=CC=C2N=C3C=CC=C(C3=CC=12)[N+]([O-])=O,True
10176-39-3,CC(=O)OC1CC(OC(C)C1OC=O)OC1C(CC(OC1C)OC1C(CC(OC2CC3CCC4C(CCC5(C)C(C(CC54O)OC=O)C4COC(=O)C=4)C3(C)CC2)OC1C)OC=O)OC=O,True
869-29-4,CC(=O)OC(C=C)OC(C)=O,True
14143-09-0,CC1C=C(C=CC=1S(C)(=O)=O)OP(=O)(OCC)OCC,True
155601-30-2,NC1=C(N)C=NN1CCO,False
625-53-6,CCNC(N)=S,False
24280-93-1,COC1=C(CC=C(C)CCC(O)=O)C(O)=C2C(COC2=O)=C1C,False
22781-23-3,CC1(C)OC2C=CC=C(OC(=O)NC)C=2O1,True
5064-31-3,OC(=O)CN(CC(O)=O)CC(O)=O,False
7004-95-7,CC12CCC3C(O)(CC(O)C4=CC(O)CCC43C)C1(O)CCC2c1coc(=O)cc1,True
6609-39-8,[O-][N+](=O)C1=C(Cl)C=CC2NC(=NC=21)C(F)(F)F,True
149-29-1,OC1OCC=C2OC(=O)C=C21,True
55985-32-5,COC(=O)C1C(C(C(=O)OCCN(C)CC2C=CC=CC=2)=C(C)NC=1C)C1C=C(C=CC=1)[N+]([O-])=O,False
42604-12-6,COCOC1CCCCCCCCCCC1,False
64748-15-8,CC1=CC(=CC=C1NC(=O)C(F)(F)Cl)OC(=O)NC,True
90101-16-9,CN1C2C(=O)N(C3=CC=CC=N3)C(=O)OC=2C2=CC=CC=C2S1(=O)=O,False
3475-63-6,CN(C)C(=O)N(C)N=O,False
13884-43-0,CC(=C)C(=O)OCCN(CCOC(=O)C(C)=C)CCOC(=O)C(C)=C,False
51-83-2,C[N+](C)(C)CCOC(N)=O,True
68099-86-5,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,False
78-97-7,CC(O)C#N,True
50-14-6,CC(C)C(C)C=CC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CCC1=C,True
55-31-2,CNCC(O)C1=CC(O)=C(O)C=C1,True
103-53-7,O=C(C=CC1C=CC=CC=1)OCCC1C=CC=CC=1,False
42794-76-3,COC1C=CC(=CC=1C(O)CNC(=O)CN)OC,True
89426-90-4,OC1C=C2NC(=NC2=CC=1)C(F)(F)F,True
139-89-9,OCCN(CC(O)=O)CCN(CC(O)=O)CC(O)=O,False
5131-24-8,CCOP(=S)(OCC)N1C(=O)C2C=CC=CC=2C1=O,False
56461-33-7,OC(=O)C1CCC2=C(C=CC=C21)C(=O)C1C=CC=CC=1,True
105-56-6,CCOC(=O)CC#N,False
2034-22-2,BrC1N=C(Br)NC=1Br,True
7365-45-9,OCCN1CCN(CCS(O)(=O)=O)CC1,False
68855-24-3,CCCCCCCCCCCCCCCCCCCCCCC1C=CC=CC=1,False
4312-97-4,OC(=O)C=CCl,False
545-55-1,O=P(N1CC1)(N1CC1)N1CC1,True
298-00-0,COP(=S)(OC1C=CC(=CC=1)[N+]([O-])=O)OC,True
1714-03-0,CC(C)OP(=S)(CCl)SC1C=CC(F)=CC=1,True
113-45-1,COC(=O)C(C1CCCCN1)C1C=CC=CC=1,False
121-75-5,CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC,False
50539-80-5,CSN(C)C(=O)OC1C=CC=C2CC(C)(C)OC=12,True
109-46-6,CCCCNC(=S)NCCCC,False
298-04-4,CCSCCSP(=S)(OCC)OCC,True
2497-06-5,CCS(=O)(=O)CCSP(=S)(OCC)OCC,True
72239-35-1,C(NC1=NCCS1)C1CCCCC1,True
84542-20-1,CN(C1C(=CC(=CC=1C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O)C1=CC=C(F)C=C1F,False
3671-61-2,N#CC1=CC2NC(=NC=2C=C1)C(F)(F)F,True
122185-09-5,CO[Si](CCCCCCCCCC[Si](OC)(OC)OC)(OC)OC,False
75-55-8,CC1CN1,True
3862-08-6,CCC1C=CC=CC=1OP(=O)(OC1C=CC=CC=1CC)OC1C=CC=CC=1CC,False
75259-63-1,BrC1C=CC2NC=C(CC3CCNCC3)C=2C=1,True
16339-16-5,CN(CCCl)N=O,True
89427-31-6,CC1C(F)=C(F)C2N=C(NC=2C=1F)C(F)(F)F,True
104-87-0,CC1=CC=C(C=C1)C=O,False
335104-84-2,CS(=O)(=O)C1C=CC(=C(Cl)C=1COCC(F)(F)F)C(=O)C1C(=O)CCCC1=O,False
54660-00-3,O=C1NC(=C2C1=C(NC2=O)C1C=CC=CC=1)C1C=CC=CC=1,False
3806-34-6,CCCCCCCCCCCCCCCCCCOP1OCC2(COP(OC2)OCCCCCCCCCCCCCCCCCC)CO1,False
14689-59-9,FC(F)(F)C1NC2=C(N=1)C(Cl)=C(Br)C(Br)=C2Cl,True
76-02-8,O=C(Cl)C(Cl)(Cl)Cl,False
116337-63-4,O=C(C1=CC2OCC(=O)NC=2C=C1)C1C=CC(Cl)=CC=1,False
41294-56-8,CC(C)CCCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,True
99294-94-7,[H]/N=C(\N)/NCCCC(NC(=O)C(CCC(O)=O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(O)=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(C)CC)C(=O)NC(C(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CC(C)C)C(=O)NC(CCCN/C(/N)=N/[H])C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(O)=O)C(=O)NC(C(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC(N)=O)C(=O)NC(CC1C=CC=CC=1)C(O)=O,True
54-85-3,NNC(=O)C1C=CN=CC=1,False
154619-56-4,CN1CCC2(C)C1N(C)C1=CC=C(C=C21)OC(=O)NCCCCCCCCN1CCOCC1,True
1399-80-0,CC1=CC=C(CCCCCCCCCCCC)C=C1C[N+](C)(C)C,False
74782-23-3,C#CC(=NOCC1OCCO1)C1C=CC=CC=1,False
195252-40-5,O=CN(C1CC1)C1=NC=NC2=C1N=CN2CC1CC1,False
2601-89-0,N#CC(Cl)CCl,True
3356-57-8,COP(=S)(OC1C=CC(=CC=1)SSC1C=CC(=CC=1)OP(=S)(OC)OC)OC,True
13613-99-5,COC(=O)NC1C=CC(=CC=1C(C)C)OC(=O)NC,True
591-87-7,CC(=O)OCC=C,False
57052-04-7,CSC1=NN=C(C(=O)N1N=CC(C)C)C(C)(C)C,False
5437-98-9,CC(=O)CC(=O)NC1C=CC(=CC=1)OC,False
2338-25-2,FC(F)(F)C1NC2C=C(Cl)C(Cl)=CC=2N=1,True
106293-84-9,CN=C(O)ON=C1SC(C)OC1C,True
103-28-6,CC(C)C(=O)OCC1C=CC=CC=1,False
84597-71-7,CNS(=O)(=O)C1=CC=CC=C1C1=NN=C(N)S1,False
64532-95-2,CC(C)C1=CC=CC=C1OP(=O)(OC1=CC=CC=C1C(C)C)OC1=CC=CC=C1C(C)C,False
98319-26-7,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC21C,False
999-34-8,CP(SCCC)SCCC,True
1850-15-3,O=C(SC(=O)C1C=CC=CC=1)C1C=CC=CC=1,False
115-17-3,O=CC(Br)(Br)Br,False
457-43-2,O=C(CF)NC1=CC=CC=N1,True
2578-45-2,[O-][N+](=O)C1C=NC(Cl)=C(C=1)[N+]([O-])=O,True
64050-52-8,CCOP(=O)(OCN1C2=CC=C(Cl)C=C2OC1=O)OCC,True
535-89-7,CC1=CC(=NC(Cl)=N1)N(C)C,True
81250-14-8,CC1NC2=C(N=1)N(CCCC)C(=O)N(CC=C)C2=O,True
54903-63-8,CN1C2C=CC(=CC=2OC1=O)C(=O)C1C=CC=CC=1,False
78218-49-2,OC(=O)CC1=C(C(=NN1C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=CC=1,True
124-04-9,OC(=O)CCCCC(O)=O,False
7173-51-5,C[N+](C)(CCCCCCCCCC)CCCCCCCCCC,False
199119-58-9,COC1=CC(=NC(NC(=O)NS(=O)(=O)C2N=CC=CC=2OCC(F)(F)F)=N1)OC,False
5216-25-1,ClC1C=CC(=CC=1)C(Cl)(Cl)Cl,False
3268-87-9,ClC1C2OC3=C(OC=2C(Cl)=C(Cl)C=1Cl)C(Cl)=C(Cl)C(Cl)=C3Cl,True
6504-77-4,COCCNC1N=C2N=C(N=C(N)C2=NC=1C(=O)NCCOC)C1C=CC=CC=1,False
28968-07-2,OC(=O)C1CCC2=CC(C3CCCCC3)=C(Cl)C=C21,True
19974-69-7,CN1CCCCC1C(C1=CC(O)=CC=C1)C1C=CC=CC=1,True
2602-34-8,CCO[Si](CCCOCC1CO1)(OCC)OCC,False
35967-28-3,COC(=O)C1C=CC=CC=1N=NN(C)C,True
670-54-2,N#CC(C#N)=C(C#N)C#N,True
107551-67-7,CC(C)(C)C1=CC(CCC(O)=O)=CC=C1O,False
5344-82-1,NC(=S)NC1C=CC=CC=1Cl,True
6389-81-7,CCSP(=O)(OC)OC,True
2013-58-3,CN(C)C1C2C(O)C3C(=C)C4=C(C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(O)=CC=C4Cl,False
762-70-9,O=S(=O)(F)CCCl,True
959-14-8,CCN(CCC1=NC(=NO1)C1C=CC=CC=1)CC,False
82159-09-9,CC(=CC1C=CC=CC=1)C=C1SC(=S)N(CC(O)=O)C1=O,True
145-39-1,CC1C(=C(C(=C(C)C=1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,False
79-41-4,CC(=C)C(O)=O,False
66637-25-0,CNC(=O)ON=C1SCC(=O)NC1(C)C,True
87-86-5,OC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,True
58-90-2,OC1C(Cl)=CC(Cl)=C(Cl)C=1Cl,False
592-31-4,CCCCNC(N)=O,False
53-43-0,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,False
79-11-8,OC(=O)CCl,False
24441-57-4,CC(C)OP(=S)(CCl)SC1C=CC(Br)=CC=1,True
17702-57-7,CC1=CC(=CC=C1N=CN(C)C)OC(=O)NC,True
869-24-9,CCN(CCCl)CC,True
80-33-1,O=S(=O)(OC1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,False
4301-50-2,O=C(CC1C=CC(=CC=1)C1C=CC=CC=1)OCCF,True
74089-28-4,NC1=CC=CC=C1SCC1N=CON=1,False
4083-64-1,CC1=CC=C(C=C1)S(=O)(=O)N=C=O,False
89427-48-5,CCC(=O)NC1C=C2NC(=NC2=CC=1)C(F)(F)F,True
3566-00-5,CC1=CC(=CC=C1SC)OC(=O)NC,True
77-77-0,C=CS(=O)(=O)C=C,True
79-19-6,NNC(N)=S,True
1016-46-2,CN(C)C(=O)OC1=CC=CC2SC=CC=21,True
106358-92-3,CC1(C)OCCSC1=NOC(=O)NC,True
16568-66-4,NC(=O)N1CCC(CC1)C1C=CC=CC=1,False
39794-99-5,C[N+]1C=CC(=CC=1)C1C=CC=CC=1,True
523-86-4,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,True
145-73-3,OC(=O)C1C(C2CCC1O2)C(O)=O,True
115-29-7,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,True
21787-80-4,CC1C=C(Cl)C=CC=1N/C=N/C,False
2701-86-2,CCOP(=O)(OC(=CCl)C1=CC(Cl)=CC=C1Cl)OCC,True
28217-97-2,CC1=CC(Cl)=CC=C1NC(=S)N(C)C,False
544-25-2,C1C=CC=CC=C1,False
2752-81-0,CNC(=O)OC1C=C(C=CC=1Cl)C(C)C,True
64037-00-9,CC[S+](C)CCSP(=O)(OC)OC,True
60270-84-0,CCC1=CC(C(O)=O)=C(C=C1)C(=O)C1C=CC=CC=1,False
14698-29-4,CCN1C=C(C(=O)C2C=C3OCOC3=CC1=2)C(O)=O,False
1824-58-4,CCC1NS(=O)(=O)C2C=C(C(Cl)=CC=2N1)S(N)(=O)=O,False
72956-09-3,COC1C=CC=CC=1OCCNCC(O)COC1=CC=CC2NC3C=CC=CC=3C=21,False
2937-50-0,C=CCOC(=O)Cl,False
53615-22-8,FC(F)(F)C1NC2=CC(Cl)=C(Cl)C(Br)=C2N=1,True
89427-28-1,FC1C(Br)=C(F)C2N=C(NC=2C=1Br)C(F)(F)F,True
54593-83-8,CCOP(=S)(OC(Cl)C(Cl)(Cl)Cl)OCC,True
399-69-9,FC(F)(F)C1NC2C=C(C=CC=2N=1)C(F)(F)F,True
29804-22-6,CC(C)CCCCC1OC1CCCCCCCCCC,False
80-35-3,COC1C=CC(NS(=O)(=O)C2C=CC(N)=CC=2)=NN=1,False
950-35-6,COP(=O)(OC1C=CC(=CC=1)[N+]([O-])=O)OC,True
24017-18-3,CC(C)COP(C)(=S)SCN1C(=O)C2C=CC=CC=2C1=O,True
594-42-3,ClSC(Cl)(Cl)Cl,False
57852-57-0,CC(=O)C1(O)CC2C(C(C1)OC1CC(N)C(O)C(C)O1)=C(O)C1=C(C(=O)C3=CC=CC=C3C1=O)C=2O,True
16231-76-8,CCOP(=S)(OCC)SCC(=O)N(CCC#N)C1C=CC=CC=1,True
60244-63-5,COC1=C(C=NN(C)C1=O)OP(=O)(OCCC)OCCC,True
543-39-5,CC(C)(O)CCCC(=C)C=C,True
54708-68-8,CNC(=O)C1C=C(OC)N(N=1)C1C=C(Cl)C=CC=1,False
74859-42-0,CN1C2C=CC(NC(=O)N3CCOCC3)=C(Cl)C=2C(=NCC1=O)C1=CC=CC=C1F,False
33267-37-7,COP(=O)(CC)OC1C=CC(=CC=1)S(C)(=O)=O,True
22439-39-0,COP(=S)(OC)SCN1N=C(Cl)C=CC1=O,True
63-68-3,CSCCC(N)C(O)=O,False
61361-59-9,CCOC1=CC=C(C=C1CNCCBr)[N+]([O-])=O,True
288-88-0,C1=NNC=N1,False
89427-26-9,FC1C2N=C(NC=2C(Cl)=C(Cl)C=1Cl)C(F)(F)F,True
84529-63-5,CN(C1C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)C(F)(F)F)C1C=CC(Cl)=CC=1Cl,True
35691-25-9,CP(=O)(OC1C=CC(=CC=1)[N+]([O-])=O)C1C=CC=CC=1,True
309-00-2,ClC1(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C(Cl)=C2Cl,True
111223-26-8,NCCCCC(OP(O)(=O)CCCCC1C=CC=CC=1)C(=O)N1CCCC1C(O)=O,False
59937-28-9,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,False
89457-11-4,FC1=CC2NC(=NC=2C(Br)=C1Cl)C(F)(F)F,True
66346-01-8,CC(C)(C)C(=O)CCC1C=CC(Cl)=CC=1,False
1097-57-0,CCOC(=O)N1C(=O)NC(C2C=CC=CC=2)(C2C=CC=CC=2)C1=O,False
101-84-8,C1=CC=CC=C1OC1C=CC=CC=1,False
10312-20-6,CCOP(=S)(OCC)SC(CBr)N1C(=O)C2C=CC=CC=2C1=O,True
21725-69-9,O=C1NOC2C=CC=CC=21,False
126-75-0,CCSCCSP(=O)(OCC)OCC,True
51356-12-8,CCC1C=CC(=O)N(CSP(=S)(OC)OC)N=1,True
3322-93-8,BrCC(Br)C1CC(Br)C(Br)CC1,False
542-76-7,N#CCCCl,True
624-76-0,OCCI,True
89427-38-3,CC1=C(Cl)C(Br)=C(Br)C2NC(=NC=21)C(F)(F)F,True
76-06-2,[O-][N+](=O)C(Cl)(Cl)Cl,True
